_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
45362,,Leguminosae (M),Acacia,,,45362,Fawcett,Lymantriidae,Dasychira,georgiana,,,Kenya
45217,on leaves,Cruciferae,Brassica,oleracea,,45217,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45618,on shrubs/trees,Polyphagous,,,,45618,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Nearctic
46230,on leaves,Fagaceae,Quercus,cerris,,46230,Bremer,Lymantriidae,Euproctis,subflava,,,Japan
45139,on leaves,Fagaceae,Quercus,incana,,45139,Moore,Lymantriidae,Calliteara,strigata,,,India
45365,,Leguminosae (M),Acacia,mearnsii,,45365,Fawcett,Lymantriidae,Dasychira,georgiana,,,Southern Africa
45222,on leaves,Euphorbiaceae,Hevea,brasiliensis,,45222,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45621,,Salicaceae,Salix,,,45621,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,grisea,,Nearctic
46232,on leaves,Fagaceae,Quercus,variabilis,,46232,Bremer,Lymantriidae,Euproctis,subflava,,,Japan
45143,,Theaceae,Camellia,sinensis,,45143,Moore,Lymantriidae,Calliteara,thwaitesii,,,India
45372,,Ulmaceae,Celtis,africana,,45372,Fawcett,Lymantriidae,Dasychira,georgiana,,,Southern Africa
45226,on leaves,Myrtaceae,Melaleuca,cajuputi,,45226,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45622,,Pinaceae,,,,45622,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,vagans,,Nearctic
46233,,Salicaceae,Salix,,,46233,Moore,Lymantriidae,Euproctis,sulphurescens,,,India
45147,on leaves,Lecythidaceae,Planchonia,careya,,45147,Moore,Lymantriidae,Calliteara,thwaitesii,,,India
45376,,Myrtaceae,Eucalyptus,,,45376,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45230,on leaves,Leguminosae (P),Mucuna,pruriens,utilis,45230,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45626,,Rosaceae,Malus,,,45626,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,vagans,,Nearctic
46238,on flowers/leaves,Dipterocarpaceae,Shorea,robusta,,46238,Moore,Lymantriidae,Euproctis,sulphurescens,,,Indian subregion
45149,on leaves,Dipterocarpaceae,Shorea,robusta,,45149,Moore,Lymantriidae,Calliteara,thwaitesii,,,India
45381,,Pinaceae,Pinus,radiata,,45381,Fawcett,Lymantriidae,Dasychira,georgiana,,,Kenya
45237,on leaves,Verbenaceae,Tectona,grandis,,45237,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45628,,Salicaceae,Populus,balsamifera,,45628,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,vagans,,Nearctic
46244,,Leguminosae (P),Vigna,radiata,,46244,Shiraki,Lymantriidae,Euproctis,taiwana,,,Taiwan
45153,,Leguminosae (M),Acacia,karroo,,45153,Walker,Lymantriidae,Casama,innotata,,,Libya
45382,,Fagaceae,Quercus,,,45382,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45240,,Rubiaceae,Coffea,liberica,,45240,Moore,Lymantriidae,Cozola,subrana,,,West Malaysia
45633,,Betulaceae,Betula,nana,,45633,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,Finland
46246,,Pinaceae,Pinus,,,46246,Walker,Lymantriidae,Euproctis,terminalis,,,South Africa
45155,,Leguminosae (M),Prosopis,,,45155,Walker,Lymantriidae,Casama,vilis,,,India
45390,,Euphorbiaceae,Ricinus,communis,,45390,Fawcett,Lymantriidae,Dasychira,georgiana,,,Southern Africa
45241,,Coriariaceae,Coriaria,nepalensis,,45241,Moore,Lymantriidae,Cozola,subrana,,,India
45634,,Betulaceae,Betula,pendula,,45634,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,Finland
46254,on leaves,Pinaceae,Pinus,leiophylla,,46254,Walker,Lymantriidae,Euproctis,terminalis,,,Swaziland
45156,,Leguminosae (M),Prosopis,cineraria,,45156,Walker,Lymantriidae,Casama,vilis,,,India
45393,,Ulmaceae,Trema,,,45393,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45247,,Sterculiaceae,Sterculia,,,45247,Strand,Lymantriidae,Cropera,sudanica,,,East Africa
45653,,Ericaceae,Vaccinium,uliginosum,,45653,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,Finland
46255,on leaves,Pinaceae,Pinus,patula,,46255,Walker,Lymantriidae,Euproctis,terminalis,,,Swaziland
45157,on leaves,Leguminosae (M),Acacia,catechu,,45157,Walker,Lymantriidae,Casama,vilis,,,India
45400,on leaves,Leguminosae (M),Acacia,melanoxylon,,45400,Fawcett,Lymantriidae,Dasychira,georgiana,,,Kenya
45251,,Gramineae,Imperata,cylindrica,,45251,Walker,Lymantriidae,Cropera,testacea,,,East Africa
45657,on leaves,Ericaceae,Calluna,,,45657,Linnaeus,Lymantriidae,Dicallomera,fascelina,,,British Isles
46258,on leaves,Pinaceae,Pinus,taeda,,46258,Walker,Lymantriidae,Euproctis,terminalis,,,Swaziland
45160,,Proteaceae,Macadamia,,,45160,Lucas,Lymantriidae,Chionophasma,fimbriata,,,Australia
45405,,Compositae,Crassocephalum,vitellinum,,45405,Swinhoe,Lymantriidae,Dasychira,glovera,,,East Africa
45259,,Combretaceae,Terminalia,ivorensis,,45259,Walker,Lymantriidae,Crorema,mentiens,,,Nigeria
45665,,Erythroxylaceae,Erythroxylum,coca,,45665,Schaus,Lymantriidae,Eloria,noyesi,,,Peru
46263,,Euphorbiaceae,Ricinus,communis,,46263,Distant,Lymantriidae,Euproctis,torrida,,,East Africa
45163,,Boraginaceae,Myosotis,,,45163,Fabricius,Lymantriidae,Chionophasma,lutea,,,Australia
45411,,Moraceae,Ficus,natalensis,,45411,Holland,Lymantriidae,Dasychira,goodii,,,Uganda
45260,on leaves,Fagaceae,Quercus,acutissima,,45260,Motschulsky,Lymantriidae,Dasycampa,castaneofasciata,,,Japan
45671,,Rubiaceae,Coffea,,,45671,Fawcett,Lymantriidae,Eudasychira,georgiana,,,Central African Rep.
46268,,Cruciferae,Brassica,oleracea,capitata,46268,Walker,Lymantriidae,Euproctis,varians,,,Oriental
45169,,Leguminosae (P),Sesbania,,,45169,Walker,Lymantriidae,Choerotricha,atrosquama,,,Old World
45414,,Moraceae,Ficus,trichopoda,,45414,Holland,Lymantriidae,Dasychira,goodii,,,East Africa
45269,on leaves,Myrtaceae,Eugenia,,,45269,,Lymantriidae,Dasychira,,,,West Malaysia
45675,,Leguminosae (C),Bauhinia,,,45675,,Lymantriidae,Euproctis,,,,Hong Kong
46275,,Euphorbiaceae,Ricinus,,,46275,Walker,Lymantriidae,Euproctis,varians,,,Oriental
45178,,Salicaceae,Salix,discolor,,45178,Walker,Lymantriidae,Cifuna,locuples,,,Hong Kong
45419,,Cupressaceae,Juniperus,,,45419,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45287,,Euphorbiaceae,Sapium,ellipticum,,45287,Collenette,Lymantriidae,Dasychira,azelota,,,East Africa
45686,,Myrtaceae,Psidium,guajava,,45686,,Lymantriidae,Euproctis,,,,West Malaysia
46277,,Gramineae,Sorghum,halepense,,46277,Walker,Lymantriidae,Euproctis,varians,,,Oriental
45180,,Gramineae,Zea,mays,,45180,Walker,Lymantriidae,Cifuna,locuples,,,Oriental
45428,,Pinaceae,Pseudotsuga,menziesii,,45428,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45295,,Fagaceae,Quercus,alba,,45295,Packard,Lymantriidae,Dasychira,basiflava,,,USA
45692,on leaves,Myrtaceae,Eucalyptus,propinqua,,45692,,Lymantriidae,Euproctis,,,,West Malaysia
46288,,Sapotaceae,Manilkara,zapota,,46288,Hampson,Lymantriidae,Euproctis,xanthosticta,,,India
45183,on leaves,Fagaceae,Quercus,serrata,,45183,Walker,Lymantriidae,Cifuna,locuples,,,Japan
45429,,Pinaceae,Pseudotsuga,menziesii,,45429,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45297,,Tiliaceae,Tilia,,,45297,Packard,Lymantriidae,Dasychira,basiflava,,,Nearctic
45696,on leaves,Dipterocarpaceae,Shorea,lepidota,,45696,,Lymantriidae,Euproctis,,,,West Malaysia
46289,,Cyperaceae,,,,46289,Chou,Lymantriidae,Gynaephora,aureata,,,China
45185,,Meliaceae,Dysoxylum,,,45185,Moore,Lymantriidae,Cispia,alba,,,Sri Lanka
45443,,Ebenaceae,Diospyros,virginiana,,45443,Smith,Lymantriidae,Dasychira,leucophaea,,,Nearctic
45300,,Smilacaceae,Smilax,anceps,,45300,Plötz,Lymantriidae,Dasychira,batoides,,,East Africa
45700,on leaves,Rhamnaceae,Ziziphus,mauritiana,,45700,,Lymantriidae,Euproctis,,,,Thailand
46296,on leaves,Ericaceae,Vaccinium,uliginosum,,46296,Wocke,Lymantriidae,Gynaephora,groenlandica,,,Nearctic
45190,,Euphorbiaceae,Aleurites,montana,,45190,Butler,Lymantriidae,Clethrogyna,turbata,,,India
45452,,Sapindaceae,Schmidelia,africana,,45452,Hampson,Lymantriidae,Dasychira,lunensis,,,Southern Africa
45302,,Polyphagous,,,,45302,Moore,Lymantriidae,Dasychira,bhana,,,India
45701,,Leguminosae (M),Acacia,,,45701,Swinhoe,Lymantriidae,Euproctis,abjecta,,,India
46299,on leaves/in flowers,Juncaceae,Luzula,confusa,,46299,Wocke,Lymantriidae,Gynaephora,groenlandica,,,Nearctic
45193,,Leguminosae (P),Centrosema,,,45193,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45456,,Pinaceae,Pinus,,,45456,Strecker,Lymantriidae,Dasychira,manto,,,USA
45304,,Fagaceae,Castanea,dentata,,45304,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45711,,Ulmaceae,Trema,bracteolata,,45711,Snellen,Lymantriidae,Euproctis,aethiopica,,,Southern Africa
46310,,Salicaceae,Populus,deltoides,,46310,Curtis,Lymantriidae,Gynaephora,rossii,,,Nearctic
45194,,Leguminosae (P),Centrosema,plumieri,,45194,Butler,Lymantriidae,Clethrogyna,turbata,,,India
45457,,Pinaceae,Pinus,banksiana,,45457,Strecker,Lymantriidae,Dasychira,manto,,,Nearctic
45305,,Cyperaceae,Cyperus,,,45305,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45721,,Dipterocarpaceae,Shorea,robusta,,45721,Moore,Lymantriidae,Euproctis,bipartita,,,India
46316,,Saxifragaceae,Saxifraga,tricuspidata,,46316,Curtis,Lymantriidae,Gynaephora,rossii,,,Nearctic
45198,,Leguminosae (P),Derris,,,45198,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45462,,Fagaceae,Quercus,virginiana,,45462,Barnes & McDunn.,Lymantriidae,Dasychira,meridionalis,kerrvillei,,Nearctic
45309,,Corylaceae,Ostrya,virginiana,,45309,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45722,on leaves,Fagaceae,Quercus,serrata,,45722,Moore,Lymantriidae,Euproctis,bipartita,,,India
46323,,Leguminosae,,,,46323,Esper,Lymantriidae,Gynaephora,selenitica,,,Finland
45210,,Gramineae,Saccharum,officinarum,,45210,Butler,Lymantriidae,Clethrogyna,turbata,,,Malaysia
45464,,Fagaceae,Castanea,dentata,,45464,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
45311,,Rosaceae,Prunus,avium,,45311,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,USA
45724,,Lecythidaceae,Planchonia,careya,,45724,Walker,Lymantriidae,Euproctis,bipunctata,,,India
46325,,Ericaceae,Andromeda,polifolia,,46325,Esper,Lymantriidae,Gynaephora,selenitica,,,Finland
45223,on leaves,Dipterocarpaceae,Hopea,odorata,,45223,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45479,,Betulaceae,Betula,papyrifera,,45479,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,Canada
45312,,Rosaceae,Prunus,domestica,,45312,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45727,on leaves,Hippocastanaceae,Aesculus,indica,,45727,Swinhoe,Lymantriidae,Euproctis,celebensis,,,India
46326,,Betulaceae,Betula,,,46326,Esper,Lymantriidae,Gynaephora,selenitica,,,Finland
45231,on leaves,Nelumbonaceae,Nelumbo,nucifera,,45231,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45482,,Fagaceae,Fagus,,,45482,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,Nearctic
45317,,Lythraceae,Lagerstroemia,indica,,45317,Walker,Lymantriidae,Dasychira,complicata,,,India
45730,on leaves,Rosaceae,Pyrus,,,45730,Swinhoe,Lymantriidae,Euproctis,celebensis,,,India
46334,,Juncaceae,Luzula,,,46334,Esper,Lymantriidae,Gynaephora,selenitica,,,Finland
45232,on leaves,Solanaceae,Nicotiana,tabacum,,45232,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45486,,Fagaceae,Quercus,,,45486,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,USA
45324,,Taxodiaceae,Taxodium,distichum,,45324,Ferguson,Lymantriidae,Dasychira,dominickaria,,,Nearctic
45732,,Compositae,Blumea,balsamifera,,45732,Moore,Lymantriidae,Euproctis,cervina,,,India
46336,,Rosaceae,Potentilla,erecta,,46336,Esper,Lymantriidae,Gynaephora,selenitica,,,Finland
45233,on leaves,Leguminosae (C),Peltophorum,pterocarpum,,45233,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45489,,Ericaceae,Vaccinium,pallidum,,45489,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,USA
45327,,Rosaceae,Amelanchier,,,45327,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45733,,Malvaceae,Gossypium,,,45733,Walker,Lymantriidae,Euproctis,chrysophaea,,,East Africa
46345,,Leguminosae (P),Trifolium,pratense,,46345,Esper,Lymantriidae,Gynaephora,selenitica,,,Finland
45250,,Gramineae,Digitaria,abyssinica,,45250,Walker,Lymantriidae,Cropera,testacea,,,East Africa
45493,,Pinaceae,Pinus,banksiana,,45493,Dyar,Lymantriidae,Dasychira,pinicola,,,Nearctic
45328,,Betulaceae,Betula,,,45328,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45742,,Betulaceae,Betula,,,45742,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46348,,Leguminosae (P),Vicia,cracca,,46348,Esper,Lymantriidae,Gynaephora,selenitica,,,Finland
45253,,Gramineae,Panicum,,,45253,Walker,Lymantriidae,Cropera,testacea,,,East Africa
45499,,Pinaceae,Abies,balsamea,,45499,Walker,Lymantriidae,Dasychira,plagiata,,Y,USA
45342,,Fagaceae,Quercus,,,45342,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45748,,Rosaceae,Crataegus,,,45748,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46352,,Combretaceae,Quisqualis,indica,,46352,Druce,Lymantriidae,Hemerophanes,enos,,,East Africa
45254,,Gramineae,Pennisetum,purpureum,,45254,Walker,Lymantriidae,Cropera,testacea,,,East Africa
45503,,Betulaceae,Betula,papyrifera,,45503,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
45347,,Ulmaceae,Ulmus,pumila,,45347,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45749,,Rosaceae,Cydonia,oblonga,,45749,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46358,,Meliaceae,Swietenia,,,46358,Aurivillius,Lymantriidae,Heteronygmia,dissimilis,,,Malawi
45258,,Gramineae,Pennisetum,purpureum,,45258,Hampson,Lymantriidae,Crorema,fuscinotata,,,East Africa
45515,,Pinaceae,Picea,mariana,,45515,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
45350,,Palmae,Raphia,,,45350,Hampson,Lymantriidae,Dasychira,endophaea,,,Nigeria
45750,,Fagaceae,Fagus,,,45750,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46360,,Cupressaceae,Cupressus,lusitanica,,46360,Holland,Lymantriidae,Heteronygmia,flavescens,,,East Africa
45265,,Sterculiaceae,Theobroma,cacao,,45265,,Lymantriidae,Dasychira,,,,West Malaysia
45519,,Pinaceae,Pinus,,,45519,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45369,,Euphorbiaceae,Bridelia,,,45369,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45753,,Rosaceae,Fragaria,,,45753,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Holarctic
46369,,Gleicheniaceae,Dicranopteris,,,46369,,Lymantriidae,Ilema,sp.,,,West Malaysia
45266,on leaves,Lecythidaceae,Barringtonia,asiatica,,45266,,Lymantriidae,Dasychira,,,,West Malaysia
45521,,Pinaceae,Pinus,banksiana,,45521,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45373,,Leguminosae (M),Elephantorrhiza,,,45373,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45776,,Rosaceae,Prunus,persica,,45776,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Holarctic
46374,,Rosaceae,Rubus,,,46374,Collenette,Lymantriidae,Jacksonia,striata,,,East Africa
45271,on leaves,Leguminosae (P),Pongamia,pinnata,,45271,,Lymantriidae,Dasychira,,,,West Malaysia
45522,,Pinaceae,Pinus,contorta,,45522,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
45394,,Ulmaceae,Trema,,,45394,Fawcett,Lymantriidae,Dasychira,georgiana,,,Southern Africa
45780,,Rosaceae,Pyrus,communis,,45780,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46376,,Caryophyllaceae,Dianthus,caryophyllus,,46376,Swinhoe,Lymantriidae,Lacipa,florida,,,East Africa
45279,,Sapindaceae,Allophylus,,,45279,Hering,Lymantriidae,Dasychira,albimaculata,,,East Africa
45530,,Pinaceae,Pinus,strobus,,45530,Walker,Lymantriidae,Dasychira,plagiata,,Y,USA
45396,,Leguminosae (P),Trifolium,,,45396,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45782,,Fagaceae,Quercus,,,45782,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46379,on flowers,Caryophyllaceae,Dianthus,caryophyllus,,46379,Swinhoe,Lymantriidae,Lacipa,florida,,,East Africa
45280,,Lauraceae,Cinnamomum,zeylanicum,,45280,Swinhoe,Lymantriidae,Dasychira,albiplaga,,,West Malaysia
45532,,Salicaceae,Populus,tremuloides,,45532,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
45398,,Leguminosae (P),Vigna,unguiculata,,45398,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45784,,Grossulariaceae,Ribes,rubrum,,45784,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Holarctic
46391,,Malvaceae,Hibiscus,praeteritus,,46391,Dewitz,Lymantriidae,Lacipa,quadripunctata,,,East Africa
45285,on fronds,Dennstaedtiaceae,Pteridium,aquilinum,,45285,Collenette,Lymantriidae,Dasychira,aphanta,,,Cameroun
45539,,Salicaceae,Salix,,,45539,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
45403,,Sapindaceae,Allophylus,subcoriaceus,,45403,Swinhoe,Lymantriidae,Dasychira,glovera,,,East Africa
45796,,Polygonaceae,Rumex,crispus,,45796,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46392,,Malvaceae,Urena,lobata,,46392,Dewitz,Lymantriidae,Lacipa,quadripunctata,,,East Africa
45301,,Smilacaceae,Smilax,anceps,,45301,Plötz,Lymantriidae,Dasychira,batoides,,,Southern Africa
45546,,Ulmaceae,Ulmus,,,45546,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45407,,Sapindaceae,Schmidelia,africana,,45407,Swinhoe,Lymantriidae,Dasychira,glovera,,,East Africa
45797,,Polygonaceae,Rumex,verticillatus,,45797,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46394,,Gramineae,Panicum,maximum,,46394,Swinhoe,Lymantriidae,Laelia,adalia,,,India
45314,,Fagaceae,Quercus,,,45314,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45549,on leaves,Pinaceae,Picea,glauca,,45549,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45408,,Malvaceae,Hibiscus,sabdariffa,,45408,Holland,Lymantriidae,Dasychira,gonophora,,,Ghana
45802,,Caprifoliaceae,Sambucus,nigra,cerulea,45802,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46404,,Gramineae,Phragmites,communis,,46404,Leech,Lymantriidae,Laelia,coenosa,candida,,China
45316,,Iridaceae,Crocosmia,,,45316,Walker,Lymantriidae,Dasychira,complicata,,,India
45550,on leaves,Pinaceae,Pinus,banksiana,,45550,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45409,,Moraceae,Ficus,,,45409,Holland,Lymantriidae,Dasychira,goodii,,,East Africa
45805,,Rosaceae,Spiraea,,,45805,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46414,on,Gramineae,,,,46414,Kollar,Lymantriidae,Laelia,exclamationis,,,India
45320,,Dennstaedtiaceae,Pteridium,aquilinum,,45320,Walker,Lymantriidae,Dasychira,complicata,,,India
45552,on leaves,Pinaceae,Pinus,rigida,,45552,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
45410,,Moraceae,Ficus,natalensis,,45410,Holland,Lymantriidae,Dasychira,goodii,,,East Africa
45806,,Rosaceae,Spiraea,thunbergii,,45806,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46415,on grass,Gramineae,,,,46415,Kollar,Lymantriidae,Laelia,exclamationis,,,India
45322,,Euphorbiaceae,Bridelia,micrantha,,45322,Collenette,Lymantriidae,Dasychira,compsa,,,East Africa
45564,,Proteaceae,Faurea,saligna,,45564,Hampson,Lymantriidae,Dasychira,pyrosoma,,,Southern Africa
45413,,Moraceae,Ficus,sycomorus,,45413,Holland,Lymantriidae,Dasychira,goodii,,,East Africa
45810,,Ulmaceae,Ulmus,,,45810,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46419,,Cyperaceae,Cyperus,,,46419,Distant,Lymantriidae,Laelia,figlina,,,East Africa
45326,,Hippocastanaceae,Aesculus,,,45326,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45567,,Leguminosae (C),Brachystegia,,,45567,Swinhoe,Lymantriidae,Dasychira,rocana,,,East Africa
45421,,Pinaceae,Picea,,,45421,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45811,,Caprifoliaceae,Viburnum,nudum,nudum,45811,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Nearctic
46423,,Gramineae,Oryza,sativa,,46423,Schaus & Clement,Lymantriidae,Laelia,fracta,,,Cameroun
45331,,Juglandaceae,Carya,,,45331,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45568,,Combretaceae,Combretum,molle,,45568,Swinhoe,Lymantriidae,Dasychira,rocana,,,Southern Africa
45422,,Pinaceae,Picea,glauca,,45422,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45816,on deciduous shade trees,Polyphagous,,,,45816,Linnaeus,Lymantriidae,Euproctis,chrysorrhoea,,,Canada
46426,on grasses,Gramineae,,,,46426,Schaus & Clement,Lymantriidae,Laelia,fracta,,,East Africa
45333,,Fagaceae,Castanea,dentata,,45333,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45579,,Tiliaceae,Corchorus,,,45579,Holland,Lymantriidae,Dasychira,sublutescens?,,,Ghana
45425,,Pinaceae,Pinus,contorta,,45425,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45837,,Lythraceae,Lagerstroemia,indica,,45837,Grünberg,Lymantriidae,Euproctis,dewitzi,,,East Africa
46427,on grasses,Gramineae,,,,46427,Schaus & Clement,Lymantriidae,Laelia,fracta,,,Southern Africa
45336,,Rosaceae,Malus,pumila,,45336,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45586,,Combretaceae,Quisqualis,,,45586,Hering,Lymantriidae,Dasychira,tessmanni,,,East Africa
45432,,Cupressaceae,Thuja,plicata,,45432,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45849,,Anacardiaceae,Anacardium,occidentale,,45849,Walker,Lymantriidae,Euproctis,fasciata,,,East Africa
46428,on leaves,Pinaceae,Pinus,patula,,46428,Schaus & Clement,Lymantriidae,Laelia,fracta,,,East Africa
45343,,Fagaceae,Quercus,alba,,45343,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Canada
45587,,Combretaceae,Quisqualis,indica,,45587,Hering,Lymantriidae,Dasychira,tessmanni,,,East Africa
45433,,Pinaceae,Tsuga,canadensis,,45433,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45850,,Annonaceae,Annona,,,45850,Walker,Lymantriidae,Euproctis,fasciata,,,East Africa
46433,on forest trees,Polyphagous,,,,46433,Collenette,Lymantriidae,Laelia,monoscola,,,China
45348,on forest trees,Polyphagous,,,,45348,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45588,,Moraceae,Ficus,,,45588,Collenette,Lymantriidae,Dasychira,thysanoessa,,,East Africa
45439,,Euphorbiaceae,Macaranga,,,45439,Bryk,Lymantriidae,Dasychira,klajini,,,East Africa
45851,,Araucariaceae,Araucaria,,,45851,Walker,Lymantriidae,Euproctis,fasciata,,,East Africa
46436,,Proteaceae,Faurea,,,46436,Hampson,Lymantriidae,Laelia,pyrosoma,,,Southern Africa
45349,,Theaceae,Camellia,sinensis,,45349,Strand,Lymantriidae,Dasychira,dudgeoni,,,Indo-Australian
45594,,Betulaceae,Betula,papyrifera,,45594,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,Y,USA
45444,,Hamamelidaceae,Liquidambar,styraciflua,,45444,Smith,Lymantriidae,Dasychira,leucophaea,,,USA
45852,,Leguminosae (C),Cassia,,,45852,Walker,Lymantriidae,Euproctis,fasciata,,,East Africa
